Date,Rented Bike Count,Hour,Temperature(øC),Humidity(%),Visibility (10m),Rainfall(mm),Snowfall (cm),Seasons,Holiday,Functioning Day
15/12/2017,247,23,-1.3,60,792,0,0,Winter,No Holiday,Yes
16/12/2017,217,0,-2.6,73,787,0,0,Winter,No Holiday,Yes
16/12/2017,302,1,-3.4,76,582,0,0,Winter,No Holiday,Yes
16/12/2017,228,2,-4.1,73,567,0,0,Winter,No Holiday,Yes
16/12/2017,129,3,-4.5,71,651,0,0,Winter,No Holiday,Yes
16/12/2017,80,4,-5,70,702,0,0,Winter,No Holiday,Yes
16/12/2017,45,5,-5.6,72,662,0,0,Winter,No Holiday,Yes
16/12/2017,66,6,-6.1,69,765,0,0,Winter,No Holiday,Yes
16/12/2017,90,7,-6.7,64,977,0,0,Winter,No Holiday,Yes
16/12/2017,190,8,-7.3,62,1112,0,0,Winter,No Holiday,Yes
16/12/2017,195,9,-7.2,47,1724,0,0,Winter,No Holiday,Yes
16/12/2017,201,10,-6.2,42,1893,0,0,Winter,No Holiday,Yes
16/12/2017,239,11,-5.2,30,1991,0,0,Winter,No Holiday,Yes
16/12/2017,252,12,-4.1,28,1998,0,0,Winter,No Holiday,Yes
16/12/2017,296,13,-3.7,23,1980,0,0,Winter,No Holiday,Yes
16/12/2017,292,14,-3.4,22,1966,0,0,Winter,No Holiday,Yes
16/12/2017,291,15,-3.3,22,2000,0,0,Winter,No Holiday,Yes
16/12/2017,258,16,-3.3,24,2000,0,0,Winter,No Holiday,Yes
16/12/2017,277,17,-4.6,26,2000,0,0,Winter,No Holiday,Yes
16/12/2017,212,18,-5.3,28,2000,0,0,Winter,No Holiday,Yes
16/12/2017,173,19,-6,32,2000,0,0,Winter,No Holiday,Yes
16/12/2017,143,20,-6.6,37,2000,0,0,Winter,No Holiday,Yes
16/12/2017,159,21,-7.1,39,2000,0,0,Winter,No Holiday,Yes
16/12/2017,155,22,-7.6,41,2000,0,0,Winter,No Holiday,Yes
16/12/2017,142,23,-8,41,2000,0,0,Winter,No Holiday,Yes
17/12/2017,175,0,-8.1,41,2000,0,0,Winter,No Holiday,Yes
17/12/2017,146,1,-8.4,40,2000,0,0,Winter,No Holiday,Yes
17/12/2017,132,2,-8.7,40,2000,0,0,Winter,No Holiday,Yes
17/12/2017,100,3,-9,40,2000,0,0,Winter,No Holiday,Yes
17/12/2017,41,4,-9.5,40,2000,0,0,Winter,No Holiday,Yes
17/12/2017,31,5,-9.7,41,2000,0,0,Winter,No Holiday,Yes
17/12/2017,39,6,-9.9,42,2000,0,0,Winter,No Holiday,Yes
17/12/2017,53,7,-10.2,42,2000,0,0,Winter,No Holiday,Yes
17/12/2017,94,8,-10.7,43,2000,0,0,Winter,No Holiday,Yes
17/12/2017,122,9,-10.5,38,1950,0,0,Winter,No Holiday,Yes
17/12/2017,142,10,-8.5,31,1997,0,0,Winter,No Holiday,Yes
17/12/2017,189,11,-7.2,29,1926,0,0,Winter,No Holiday,Yes
17/12/2017,216,12,-4.9,25,1966,0,0,Winter,No Holiday,Yes
17/12/2017,223,13,-4.5,25,1989,0,0,Winter,No Holiday,Yes
17/12/2017,268,14,-3.2,26,1933,0,0,Winter,No Holiday,Yes
17/12/2017,278,15,-2.5,28,2000,0,0,Winter,No Holiday,Yes
17/12/2017,256,16,-2.7,31,2000,0,0,Winter,No Holiday,Yes
17/12/2017,266,17,-3.8,35,2000,0,0,Winter,No Holiday,Yes
17/12/2017,204,18,-4.7,37,2000,0,0,Winter,No Holiday,Yes
17/12/2017,157,19,-5.6,39,2000,0,0,Winter,No Holiday,Yes
17/12/2017,166,20,-6,42,2000,0,0,Winter,No Holiday,Yes
17/12/2017,168,21,-6.5,45,2000,0,0,Winter,No Holiday,Yes
17/12/2017,172,22,-6.6,50,1990,0,0,Winter,No Holiday,Yes
17/12/2017,138,23,-6.9,53,2000,0,0,Winter,No Holiday,Yes
18/12/2017,151,0,-5.9,50,2000,0,0,Winter,No Holiday,Yes
18/12/2017,97,1,-5.3,48,1664,0,0,Winter,No Holiday,Yes
18/12/2017,38,2,-5,65,990,0,0.2,Winter,No Holiday,Yes
18/12/2017,32,3,-5.3,76,767,0.3,0.5,Winter,No Holiday,Yes
18/12/2017,29,4,-5.4,81,270,0,0.7,Winter,No Holiday,Yes
18/12/2017,27,5,-5.3,81,923,0,0.8,Winter,No Holiday,Yes
18/12/2017,45,6,-5.2,85,271,0.4,1.3,Winter,No Holiday,Yes
18/12/2017,96,7,-5,85,186,0,1.8,Winter,No Holiday,Yes
18/12/2017,146,8,-4.6,86,508,0,2,Winter,No Holiday,Yes
18/12/2017,52,9,-4.3,89,59,1.6,4,Winter,No Holiday,Yes
18/12/2017,36,10,-3.7,87,541,0,4.8,Winter,No Holiday,Yes
18/12/2017,44,11,-2.9,85,243,0,4.8,Winter,No Holiday,Yes
18/12/2017,62,12,-1.8,83,351,1.1,5.1,Winter,No Holiday,Yes
18/12/2017,76,13,-0.9,84,333,0,5,Winter,No Holiday,Yes
18/12/2017,116,14,0.5,76,364,0,4.2,Winter,No Holiday,Yes
18/12/2017,137,15,1.6,73,421,0,3.2,Winter,No Holiday,Yes
18/12/2017,181,16,1.8,76,410,0,2.7,Winter,No Holiday,Yes
18/12/2017,175,17,0.4,84,317,0,2.7,Winter,No Holiday,Yes
18/12/2017,281,18,0,88,277,0,2.7,Winter,No Holiday,Yes
18/12/2017,198,19,1.3,65,1122,0,2.7,Winter,No Holiday,Yes
18/12/2017,165,20,3.3,65,1172,0,2.7,Winter,No Holiday,Yes
18/12/2017,148,21,2.8,73,831,0,2.6,Winter,No Holiday,Yes
18/12/2017,160,22,1.5,82,537,0,2.6,Winter,No Holiday,Yes
18/12/2017,128,23,0.1,81,551,0,2.6,Winter,No Holiday,Yes
19/12/2017,122,0,-1,73,881,0,2.6,Winter,No Holiday,Yes
19/12/2017,122,1,-2,72,979,0,2.6,Winter,No Holiday,Yes
19/12/2017,93,2,-2.7,72,990,0,2.6,Winter,No Holiday,Yes
19/12/2017,55,3,-2.8,58,1315,0,2.6,Winter,No Holiday,Yes
19/12/2017,39,4,-2.9,59,1286,0,2.6,Winter,No Holiday,Yes
19/12/2017,55,5,-3.9,66,1209,0,2.6,Winter,No Holiday,Yes
19/12/2017,78,6,-4.3,70,1169,0,2.6,Winter,No Holiday,Yes
19/12/2017,165,7,-4.4,64,1367,0,2.6,Winter,No Holiday,Yes
19/12/2017,390,8,-5.2,58,1594,0,2.5,Winter,No Holiday,Yes
19/12/2017,199,9,-5.3,48,1810,0,2.5,Winter,No Holiday,Yes
19/12/2017,151,10,-4.6,41,1815,0,2.5,Winter,No Holiday,Yes
19/12/2017,174,11,-3.5,35,1742,0,2.5,Winter,No Holiday,Yes
19/12/2017,191,12,-2.5,31,1778,0,2.3,Winter,No Holiday,Yes
19/12/2017,189,13,-2.2,25,1970,0,2.2,Winter,No Holiday,Yes
19/12/2017,178,14,-2.2,23,1971,0,2.2,Winter,No Holiday,Yes
19/12/2017,195,15,-1.3,26,2000,0,2.1,Winter,No Holiday,Yes
19/12/2017,211,16,-1.8,31,1993,0,2,Winter,No Holiday,Yes
19/12/2017,256,17,-2.7,35,2000,0,2,Winter,No Holiday,Yes
19/12/2017,384,18,-3.8,42,2000,0,2,Winter,No Holiday,Yes
19/12/2017,276,19,-4.5,51,2000,0,2,Winter,No Holiday,Yes
19/12/2017,225,20,-4.9,55,2000,0,2,Winter,No Holiday,Yes
19/12/2017,224,21,-5,57,2000,0,2,Winter,No Holiday,Yes
19/12/2017,213,22,-5.5,56,2000,0,2,Winter,No Holiday,Yes
19/12/2017,149,23,-5.8,57,2000,0,2,Winter,No Holiday,Yes
20/12/2017,142,0,-6.5,63,1666,0,2,Winter,No Holiday,Yes
20/12/2017,172,1,-7.3,67,1593,0,2,Winter,No Holiday,Yes
20/12/2017,108,2,-7.8,68,1642,0,2,Winter,No Holiday,Yes
20/12/2017,71,3,-8.1,70,1557,0,2,Winter,No Holiday,Yes
20/12/2017,38,4,-8.5,73,1723,0,2,Winter,No Holiday,Yes
20/12/2017,56,5,-8.3,67,1566,0,2,Winter,No Holiday,Yes
20/12/2017,97,6,-8.2,66,1718,0,2,Winter,No Holiday,Yes
20/12/2017,213,7,-8.1,67,1737,0,2,Winter,No Holiday,Yes
20/12/2017,466,8,-7.8,65,1738,0,2,Winter,No Holiday,Yes
20/12/2017,239,9,-6.7,62,1749,0,2,Winter,No Holiday,Yes
20/12/2017,162,10,-5.4,56,1751,0,2,Winter,No Holiday,Yes
20/12/2017,204,11,-4.2,51,1772,0,1.9,Winter,No Holiday,Yes
20/12/2017,209,12,-3.2,49,1723,0,1.9,Winter,No Holiday,Yes
20/12/2017,228,13,-1.3,43,1777,0,1.7,Winter,No Holiday,Yes
20/12/2017,243,14,-0.5,44,1793,0,1.7,Winter,No Holiday,Yes
20/12/2017,240,15,-0.2,45,1852,0,1.6,Winter,No Holiday,Yes
20/12/2017,225,16,-0.5,48,1722,0,1.6,Winter,No Holiday,Yes
20/12/2017,237,17,-0.9,70,299,0,2.2,Winter,No Holiday,Yes
20/12/2017,329,18,-1.4,79,702,0.1,2.2,Winter,No Holiday,Yes
20/12/2017,190,19,-1.5,81,751,0,2.2,Winter,No Holiday,Yes
20/12/2017,165,20,-1.9,86,700,0,2.4,Winter,No Holiday,Yes
20/12/2017,197,21,-2,83,904,0.1,2.4,Winter,No Holiday,Yes
20/12/2017,184,22,-1.6,82,929,0,2.3,Winter,No Holiday,Yes
20/12/2017,153,23,-1.1,87,349,0,2.2,Winter,No Holiday,Yes
21/12/2017,166,0,-1.3,90,259,0,2.2,Winter,No Holiday,Yes
21/12/2017,189,1,-1.8,90,263,0,2.2,Winter,No Holiday,Yes
21/12/2017,132,2,-2.2,88,348,0,2.2,Winter,No Holiday,Yes
21/12/2017,79,3,-2.9,89,288,0,2.2,Winter,No Holiday,Yes
21/12/2017,58,4,-3.6,91,241,0,2.2,Winter,No Holiday,Yes
21/12/2017,49,5,-4.3,91,233,0,2.2,Winter,No Holiday,Yes
21/12/2017,84,6,-4.8,91,266,0,2.2,Winter,No Holiday,Yes
21/12/2017,178,7,-5.3,90,311,0,2.2,Winter,No Holiday,Yes
21/12/2017,423,8,-5.6,89,371,0,2.2,Winter,No Holiday,Yes
21/12/2017,265,9,-5.3,88,463,0,2.2,Winter,No Holiday,Yes
21/12/2017,169,10,-3,71,608,0,2.1,Winter,No Holiday,Yes
21/12/2017,243,11,-0.7,62,519,0,2,Winter,No Holiday,Yes
21/12/2017,290,12,1.9,40,1835,0,1.9,Winter,No Holiday,Yes
21/12/2017,285,13,3.2,42,1349,0,1.8,Winter,No Holiday,Yes
21/12/2017,255,14,4.3,47,953,0,1.6,Winter,No Holiday,Yes
21/12/2017,316,15,4.4,46,1113,0,1,Winter,No Holiday,Yes
21/12/2017,301,16,4.1,51,1112,0,0.9,Winter,No Holiday,Yes
21/12/2017,366,17,2.9,60,1193,0,0.8,Winter,No Holiday,Yes
21/12/2017,531,18,1.7,64,1140,0,0.8,Winter,No Holiday,Yes
21/12/2017,355,19,0.8,71,923,0,0.8,Winter,No Holiday,Yes
21/12/2017,288,20,0.2,72,990,0,0.8,Winter,No Holiday,Yes
21/12/2017,248,21,-0.4,74,1065,0,0.8,Winter,No Holiday,Yes
21/12/2017,252,22,-1.1,78,865,0,0.8,Winter,No Holiday,Yes
21/12/2017,212,23,-1.5,79,821,0,0.8,Winter,No Holiday,Yes
22/12/2017,196,0,-1.7,79,794,0,0.8,Winter,Holiday,Yes
22/12/2017,250,1,-1.6,79,784,0,0.8,Winter,Holiday,Yes
22/12/2017,161,2,-1.1,79,736,0,0.8,Winter,Holiday,Yes
22/12/2017,99,3,-0.6,76,789,0,0.7,Winter,Holiday,Yes
22/12/2017,64,4,-0.3,76,760,0,0.7,Winter,Holiday,Yes
22/12/2017,76,5,-0.2,73,880,0,0.7,Winter,Holiday,Yes
22/12/2017,114,6,-0.1,71,895,0,0.7,Winter,Holiday,Yes
22/12/2017,283,7,-0.3,72,919,0,0.7,Winter,Holiday,Yes
22/12/2017,544,8,-0.4,69,904,0,0.7,Winter,Holiday,Yes
22/12/2017,298,9,0.3,67,897,0,0.6,Winter,Holiday,Yes
22/12/2017,248,10,1.4,64,897,0,0.5,Winter,Holiday,Yes
22/12/2017,278,11,3.1,57,804,0,0,Winter,Holiday,Yes
22/12/2017,301,12,4.5,56,836,0,0,Winter,Holiday,Yes
22/12/2017,320,13,5.4,55,820,0,0,Winter,Holiday,Yes
22/12/2017,326,14,5.9,55,779,0,0,Winter,Holiday,Yes
22/12/2017,386,15,6.5,55,801,0,0,Winter,Holiday,Yes
22/12/2017,416,16,6,58,732,0,0,Winter,Holiday,Yes
22/12/2017,477,17,5.4,61,691,0,0,Winter,Holiday,Yes
22/12/2017,671,18,4.9,63,677,0,0,Winter,Holiday,Yes
22/12/2017,481,19,5.2,64,691,0,0,Winter,Holiday,Yes
22/12/2017,323,20,5.9,67,779,0,0,Winter,Holiday,Yes
22/12/2017,309,21,6.1,70,763,0,0,Winter,Holiday,Yes
22/12/2017,314,22,6.1,70,806,0,0,Winter,Holiday,Yes
22/12/2017,249,23,5.8,74,832,0,0,Winter,Holiday,Yes
23/12/2017,282,0,5.8,75,788,0,0,Winter,No Holiday,Yes
23/12/2017,337,1,5.7,75,706,0,0,Winter,No Holiday,Yes
23/12/2017,312,2,5.6,76,641,0,0,Winter,No Holiday,Yes
23/12/2017,230,3,5.4,77,583,0,0,Winter,No Holiday,Yes
23/12/2017,120,4,5.3,79,506,0,0,Winter,No Holiday,Yes
23/12/2017,59,5,5,81,425,0,0,Winter,No Holiday,Yes
23/12/2017,63,6,5.1,81,375,0,0,Winter,No Holiday,Yes
23/12/2017,99,7,5.1,82,334,0,0,Winter,No Holiday,Yes
23/12/2017,188,8,5.1,83,297,0,0,Winter,No Holiday,Yes
23/12/2017,239,9,5.2,84,226,0,0,Winter,No Holiday,Yes
23/12/2017,235,10,5.4,82,215,0,0,Winter,No Holiday,Yes
23/12/2017,282,11,5.7,81,192,0,0,Winter,No Holiday,Yes
23/12/2017,325,12,7,72,246,0,0,Winter,No Holiday,Yes
23/12/2017,423,13,7.7,68,249,0,0,Winter,No Holiday,Yes
23/12/2017,405,14,8.6,63,263,0,0,Winter,No Holiday,Yes
23/12/2017,443,15,8.6,64,269,0,0,Winter,No Holiday,Yes
23/12/2017,473,16,8.2,64,281,0,0,Winter,No Holiday,Yes
23/12/2017,453,17,7.7,67,264,0,0,Winter,No Holiday,Yes
23/12/2017,340,18,6.6,73,229,0,0,Winter,No Holiday,Yes
23/12/2017,260,19,6,76,219,0,0,Winter,No Holiday,Yes
23/12/2017,258,20,5.9,75,222,0,0,Winter,No Holiday,Yes
23/12/2017,279,21,5.6,77,212,0,0,Winter,No Holiday,Yes
23/12/2017,282,22,5.3,79,200,0,0,Winter,No Holiday,Yes
23/12/2017,237,23,5.5,80,185,0,0,Winter,No Holiday,Yes
24/12/2017,266,0,5.6,78,196,0,0,Winter,Holiday,Yes
24/12/2017,251,1,5.6,78,197,0,0,Winter,Holiday,Yes
24/12/2017,196,2,5.4,80,190,0,0,Winter,Holiday,Yes
24/12/2017,149,3,5.2,82,190,0,0,Winter,Holiday,Yes
24/12/2017,79,4,5.2,82,189,0,0,Winter,Holiday,Yes
24/12/2017,44,5,5.1,82,185,0,0,Winter,Holiday,Yes
24/12/2017,12,6,4.9,84,159,0.1,0,Winter,Holiday,Yes
24/12/2017,3,7,4.7,89,100,0,0,Winter,Holiday,Yes
24/12/2017,4,8,4.6,91,95,0,0,Winter,Holiday,Yes
24/12/2017,3,9,4.6,94,90,6.4,0,Winter,Holiday,Yes
24/12/2017,4,10,4.8,96,87,0,0,Winter,Holiday,Yes
24/12/2017,9,11,4.6,95,156,0,0,Winter,Holiday,Yes
24/12/2017,4,12,4.1,91,404,9.5,0,Winter,Holiday,Yes
24/12/2017,7,13,3.7,90,744,0,0,Winter,Holiday,Yes
24/12/2017,28,14,3.3,90,561,0,0,Winter,Holiday,Yes
24/12/2017,38,15,2.9,90,380,3.5,0,Winter,Holiday,Yes
24/12/2017,54,16,2.3,91,270,0,0,Winter,Holiday,Yes
24/12/2017,104,17,2.2,86,605,0,0,Winter,Holiday,Yes
24/12/2017,128,18,1.9,82,699,0.5,0,Winter,Holiday,Yes
24/12/2017,132,19,1.1,68,695,0,0,Winter,Holiday,Yes
24/12/2017,116,20,0.6,67,506,0,0,Winter,Holiday,Yes
24/12/2017,145,21,0.4,69,477,0,0,Winter,Holiday,Yes
24/12/2017,110,22,0.2,69,565,0,0,Winter,Holiday,Yes
24/12/2017,128,23,0,63,884,0,0,Winter,Holiday,Yes
25/12/2017,160,0,-0.6,64,1010,0,0,Winter,Holiday,Yes
25/12/2017,132,1,-1.2,57,1429,0,0,Winter,Holiday,Yes
25/12/2017,115,2,-1.8,53,1825,0,0,Winter,Holiday,Yes
25/12/2017,100,3,-2.3,52,1947,0,0,Winter,Holiday,Yes
25/12/2017,72,4,-3,51,2000,0,0,Winter,Holiday,Yes
25/12/2017,32,5,-3.7,51,2000,0,0,Winter,Holiday,Yes
25/12/2017,59,6,-4.1,50,2000,0,0,Winter,Holiday,Yes
25/12/2017,61,7,-4.6,46,2000,0,0,Winter,Holiday,Yes
25/12/2017,94,8,-4.9,44,2000,0,0,Winter,Holiday,Yes
25/12/2017,107,9,-4.6,40,2000,0,0,Winter,Holiday,Yes
25/12/2017,133,10,-3.7,35,1937,0,0,Winter,Holiday,Yes
25/12/2017,179,11,-2.8,35,1984,0,0,Winter,Holiday,Yes
25/12/2017,221,12,-1.6,33,1874,0,0,Winter,Holiday,Yes
25/12/2017,244,13,-1.5,33,2000,0,0,Winter,Holiday,Yes
25/12/2017,274,14,-0.4,31,2000,0,0,Winter,Holiday,Yes
25/12/2017,319,15,0.4,28,2000,0,0,Winter,Holiday,Yes
25/12/2017,272,16,0.4,27,2000,0,0,Winter,Holiday,Yes
25/12/2017,260,17,-0.7,29,2000,0,0,Winter,Holiday,Yes
25/12/2017,237,18,-1.6,33,2000,0,0,Winter,Holiday,Yes
25/12/2017,184,19,-1.8,41,2000,0,0,Winter,Holiday,Yes
25/12/2017,181,20,-2.1,49,2000,0,0,Winter,Holiday,Yes
25/12/2017,185,21,-1.7,51,2000,0,0,Winter,Holiday,Yes
25/12/2017,176,22,-1.3,53,2000,0,0,Winter,Holiday,Yes
25/12/2017,169,23,-1,55,2000,0,0,Winter,Holiday,Yes
26/12/2017,178,0,-1.4,58,1880,0,0,Winter,No Holiday,Yes
26/12/2017,127,1,-1.5,62,2000,0,0,Winter,No Holiday,Yes
26/12/2017,85,2,-2.1,69,1995,0,0,Winter,No Holiday,Yes
26/12/2017,72,3,-2.6,70,1992,0,0,Winter,No Holiday,Yes
26/12/2017,49,4,-2.6,72,1929,0,0,Winter,No Holiday,Yes
26/12/2017,65,5,-2.9,77,1833,0,0,Winter,No Holiday,Yes
26/12/2017,120,6,-2.8,73,1906,0,0,Winter,No Holiday,Yes
26/12/2017,296,7,-2.9,73,1911,0,0,Winter,No Holiday,Yes
26/12/2017,578,8,-2.7,68,1919,0,0,Winter,No Holiday,Yes
26/12/2017,293,9,-2.8,52,1895,0,0,Winter,No Holiday,Yes
26/12/2017,180,10,-2.2,36,1930,0,0,Winter,No Holiday,Yes
26/12/2017,250,11,-2.1,28,1887,0,0,Winter,No Holiday,Yes
26/12/2017,262,12,-1.3,23,2000,0,0,Winter,No Holiday,Yes
26/12/2017,262,13,-2,15,1970,0,0,Winter,No Holiday,Yes
26/12/2017,271,14,-1.6,20,2000,0,0,Winter,No Holiday,Yes
26/12/2017,246,15,-1.9,17,2000,0,0,Winter,No Holiday,Yes
26/12/2017,282,16,-1.9,17,2000,0,0,Winter,No Holiday,Yes
26/12/2017,350,17,-3.6,20,2000,0,0,Winter,No Holiday,Yes
26/12/2017,481,18,-4.7,23,2000,0,0,Winter,No Holiday,Yes
26/12/2017,317,19,-5.4,27,2000,0,0,Winter,No Holiday,Yes
26/12/2017,252,20,-6.1,32,2000,0,0,Winter,No Holiday,Yes
26/12/2017,220,21,-6.6,39,2000,0,0,Winter,No Holiday,Yes
26/12/2017,213,22,-7.2,38,2000,0,0,Winter,No Holiday,Yes
26/12/2017,156,23,-7.5,37,2000,0,0,Winter,No Holiday,Yes
27/12/2017,133,0,-7.9,37,2000,0,0,Winter,No Holiday,Yes
27/12/2017,142,1,-8.2,39,2000,0,0,Winter,No Holiday,Yes
27/12/2017,93,2,-8.6,37,2000,0,0,Winter,No Holiday,Yes
27/12/2017,81,3,-9.1,37,2000,0,0,Winter,No Holiday,Yes
27/12/2017,55,4,-9.1,33,2000,0,0,Winter,No Holiday,Yes
27/12/2017,66,5,-9.4,36,2000,0,0,Winter,No Holiday,Yes
27/12/2017,105,6,-9.8,37,2000,0,0,Winter,No Holiday,Yes
27/12/2017,262,7,-10.1,38,2000,0,0,Winter,No Holiday,Yes
27/12/2017,502,8,-10.2,35,2000,0,0,Winter,No Holiday,Yes
27/12/2017,279,9,-9.8,33,1997,0,0,Winter,No Holiday,Yes
27/12/2017,146,10,-8.5,29,1992,0,0,Winter,No Holiday,Yes
27/12/2017,213,11,-6.8,28,1986,0,0,Winter,No Holiday,Yes
27/12/2017,230,12,-5.5,21,1941,0,0,Winter,No Holiday,Yes
27/12/2017,258,13,-4.7,18,2000,0,0,Winter,No Holiday,Yes
27/12/2017,231,14,-4,18,2000,0,0,Winter,No Holiday,Yes
27/12/2017,228,15,-3.1,16,2000,0,0,Winter,No Holiday,Yes
27/12/2017,269,16,-3.2,23,2000,0,0,Winter,No Holiday,Yes
27/12/2017,314,17,-4.2,26,2000,0,0,Winter,No Holiday,Yes
27/12/2017,466,18,-5.2,32,2000,0,0,Winter,No Holiday,Yes
27/12/2017,315,19,-5.5,31,2000,0,0,Winter,No Holiday,Yes
27/12/2017,262,20,-5.9,34,2000,0,0,Winter,No Holiday,Yes
27/12/2017,242,21,-6.4,34,2000,0,0,Winter,No Holiday,Yes
27/12/2017,243,22,-6.4,36,2000,0,0,Winter,No Holiday,Yes
27/12/2017,216,23,-6.3,39,2000,0,0,Winter,No Holiday,Yes
28/12/2017,164,0,-6.5,41,2000,0,0,Winter,No Holiday,Yes
28/12/2017,169,1,-6.6,39,2000,0,0,Winter,No Holiday,Yes
28/12/2017,163,2,-6.6,34,2000,0,0,Winter,No Holiday,Yes
28/12/2017,86,3,-6,32,2000,0,0,Winter,No Holiday,Yes
28/12/2017,50,4,-5.8,32,2000,0,0,Winter,No Holiday,Yes
28/12/2017,61,5,-5.7,28,2000,0,0,Winter,No Holiday,Yes
28/12/2017,103,6,-5.5,24,2000,0,0,Winter,No Holiday,Yes
28/12/2017,257,7,-5,31,2000,0,0,Winter,No Holiday,Yes
28/12/2017,554,8,-4.7,30,2000,0,0,Winter,No Holiday,Yes
28/12/2017,326,9,-4.3,38,1877,0,0,Winter,No Holiday,Yes
28/12/2017,225,10,-3.4,33,1863,0,0,Winter,No Holiday,Yes
28/12/2017,288,11,-2.1,34,1868,0,0,Winter,No Holiday,Yes
28/12/2017,286,12,-0.8,38,1686,0,0,Winter,No Holiday,Yes
28/12/2017,301,13,0.8,46,1598,0,0,Winter,No Holiday,Yes
28/12/2017,311,14,0.8,55,1132,0,0,Winter,No Holiday,Yes
28/12/2017,303,15,0.4,57,1179,0,0,Winter,No Holiday,Yes
28/12/2017,390,16,0.3,57,1204,0,0,Winter,No Holiday,Yes
28/12/2017,407,17,0.2,58,1159,0,0,Winter,No Holiday,Yes
28/12/2017,552,18,-0.6,62,1129,0,0,Winter,No Holiday,Yes
28/12/2017,402,19,-0.4,62,1103,0,0,Winter,No Holiday,Yes
28/12/2017,319,20,-0.3,62,1040,0,0,Winter,No Holiday,Yes
28/12/2017,332,21,-0.2,62,986,0,0,Winter,No Holiday,Yes
28/12/2017,285,22,0,63,968,0,0,Winter,No Holiday,Yes
28/12/2017,260,23,0.1,63,1003,0,0,Winter,No Holiday,Yes
29/12/2017,233,0,0.2,63,925,0,0,Winter,No Holiday,Yes
29/12/2017,269,1,0.3,63,760,0,0,Winter,No Holiday,Yes
29/12/2017,210,2,0.5,63,691,0,0,Winter,No Holiday,Yes
29/12/2017,135,3,0.6,64,731,0,0,Winter,No Holiday,Yes
29/12/2017,85,4,0.6,65,712,0,0,Winter,No Holiday,Yes
29/12/2017,67,5,0.7,66,687,0,0,Winter,No Holiday,Yes
29/12/2017,128,6,0.8,68,673,0,0,Winter,No Holiday,Yes
29/12/2017,289,7,0.9,67,658,0,0,Winter,No Holiday,Yes
29/12/2017,636,8,1,68,624,0,0,Winter,No Holiday,Yes
29/12/2017,353,9,1.2,67,591,0,0,Winter,No Holiday,Yes
29/12/2017,252,10,1.9,65,562,0,0,Winter,No Holiday,Yes
29/12/2017,317,11,3.1,62,517,0,0,Winter,No Holiday,Yes
29/12/2017,363,12,4.3,62,472,0,0,Winter,No Holiday,Yes
29/12/2017,370,13,5.2,58,435,0,0,Winter,No Holiday,Yes
29/12/2017,419,14,5.7,54,418,0,0,Winter,No Holiday,Yes
29/12/2017,426,15,5.7,53,408,0,0,Winter,No Holiday,Yes
29/12/2017,504,16,5.4,56,396,0,0,Winter,No Holiday,Yes
29/12/2017,534,17,4.5,59,384,0,0,Winter,No Holiday,Yes
29/12/2017,574,18,3.6,62,389,0,0,Winter,No Holiday,Yes
29/12/2017,395,19,2.7,68,348,0,0,Winter,No Holiday,Yes
29/12/2017,292,20,1.7,73,332,0,0,Winter,No Holiday,Yes
29/12/2017,282,21,1,77,297,0,0,Winter,No Holiday,Yes
29/12/2017,294,22,0.8,77,293,0,0,Winter,No Holiday,Yes
29/12/2017,236,23,0.3,80,264,0,0,Winter,No Holiday,Yes
30/12/2017,240,0,-0.4,83,247,0,0,Winter,No Holiday,Yes
30/12/2017,234,1,-0.5,83,244,0,0,Winter,No Holiday,Yes
30/12/2017,192,2,-0.9,84,230,0,0,Winter,No Holiday,Yes
30/12/2017,127,3,-1.1,83,237,0,0,Winter,No Holiday,Yes
30/12/2017,86,4,-1.1,83,242,0,0,Winter,No Holiday,Yes
30/12/2017,52,5,-1.2,81,258,0,0,Winter,No Holiday,Yes
30/12/2017,62,6,-1.1,81,253,0,0,Winter,No Holiday,Yes
30/12/2017,88,7,-0.7,79,259,0,0,Winter,No Holiday,Yes
30/12/2017,162,8,-0.4,78,249,0,0,Winter,No Holiday,Yes
30/12/2017,224,9,0.2,76,249,0,0,Winter,No Holiday,Yes
30/12/2017,208,10,0.8,73,248,0,0,Winter,No Holiday,Yes
30/12/2017,237,11,2,69,257,0,0,Winter,No Holiday,Yes
30/12/2017,274,12,3.2,64,258,0,0,Winter,No Holiday,Yes
30/12/2017,333,13,4,62,256,0,0,Winter,No Holiday,Yes
30/12/2017,356,14,4.3,60,272,0,0,Winter,No Holiday,Yes
30/12/2017,337,15,4.3,61,274,0,0,Winter,No Holiday,Yes
30/12/2017,345,16,4.1,63,263,0,0,Winter,No Holiday,Yes
30/12/2017,183,17,3.8,64,250,0,0,Winter,No Holiday,Yes
30/12/2017,45,18,3,84,137,0.3,0,Winter,No Holiday,Yes
30/12/2017,40,19,2.3,89,96,0,0,Winter,No Holiday,Yes
30/12/2017,66,20,1.9,90,88,0,0,Winter,No Holiday,Yes
30/12/2017,64,21,1.8,92,109,0.2,0,Winter,No Holiday,Yes
30/12/2017,30,22,1.8,92,94,0,0,Winter,No Holiday,Yes
30/12/2017,42,23,1.4,92,73,0,0,Winter,No Holiday,Yes
31/12/2017,43,0,0.9,95,63,0.2,0.2,Winter,Holiday,Yes
31/12/2017,43,1,0.5,95,79,0,0.6,Winter,Holiday,Yes
